id_evento,latitud_evento,longitud_evento,tipo_evento,descripcion,ultima_actualizacion,estado_evento
382,-12.6,-76.91,sismo,"Magnitud: 3.5, Referencia: 21 km al SO de Chilca, Cañete - Lima",2024-05-05 08:14:16,null
383,-11.99,-77.56,sismo,"Magnitud: 3.8, Referencia: 46 km al O de Provincia Constitucional del Callao , Callao - Lima",2024-05-05 03:24:16,null
384,-8.77,-76.28,sismo,"Magnitud: 4.0, Referencia: 28 km al NO de Aucayacu, Leoncio Prado - Huanuco",2024-05-05 09:25:16,null
385,-13.63,-71.67,sismo,"Magnitud: 4.7, Referencia: 7 km al E de Lucre, Quispicanchi - Cusco",2024-05-05 09:47:16,null
386,-13.63,-71.67,sismo,"Magnitud: 4.7, Referencia: 7 km al E de Lucre, Quispicanchi - Cusco",2024-05-05 09:48:16,null
387,-10.34,-75.46,sismo,"Magnitud: 4.2, Referencia: 9 km al NE de Huancabamba, Oxapampa - Pasco",2024-05-05 11:14:16,null
388,-13.69,-71.69,sismo,"Magnitud: 3.5, Referencia: 3 km al SO de Andahuaylillas, Quispicanchi - Cusco",2024-05-05 12:28:16,null
389,-13.64,-76.66,sismo,"Magnitud: 4.1, Referencia: 50 km al O de Pisco, Pisco - Ica",2024-05-05 08:26:16,null
390,-5.82,-75.2,sismo,"Magnitud: 4.7, Referencia: 85 km al SE de Lagunas, Alto Amazonas - Loreto",2024-05-05 14:38:16,null
391,-12.2,-77.87,sismo,"Magnitud: 4.6, Referencia: 81 km al O de Provincia Constitucional del Callao , Callao - Lima",2024-05-05 14:43:16,null
392,-12.58,-76.93,sismo,"Magnitud: 3.8, Referencia: 22 km al O de Chilca, Cañete - Lima",2024-05-05 13:28:16,null
393,-12.44,-76.58,sismo,"Magnitud: 3.5, Referencia: 10 km al NO de Calango, Cañete - Lima",2024-05-06 01:54:16,null
394,-15.62,-71.54,sismo,"Magnitud: 3.6, Referencia: 7 km al E de Chivay, Caylloma - Arequipa",2024-05-06 01:44:16,null
395,-3.51,-77.54,sismo,"Magnitud: 4.2, Referencia: 124 km al N de Sta. Maria De Nieva, Condorcanqui - Amazonas",2024-05-06 10:20:16,null
396,-10.74,-74.92,sismo,"Magnitud: 4.5, Referencia: 40 km al E de Villa Rica, Oxapampa - Pasco",2024-05-07 08:27:16,null
397,-10.84,-73.7,sismo,"Magnitud: 4.2, Referencia: 15 km al SE de Atalaya, Atalaya - Ucayali",2024-05-07 21:53:16,null
398,-4.4,-81.79,sismo,"Magnitud: 4.6, Referencia: 61 km al O de Talara, Talara - Piura",2024-05-07 22:29:50,null
399,-11.14,-78.05,sismo,"Magnitud: 3.7, Referencia: 48 km al O de Huacho, Huaura - Lima",2024-05-07 22:40:22,null
400,-15.35,-75.37,sismo,"Magnitud: 4.1, Referencia: 21 km al O de Marcona, Nazca - Ica",2024-05-08 06:26:16,null
401,-9.81,-80.02,sismo,"Magnitud: 4.1, Referencia: 177 km al SO de Chimbote, Santa - Ancash",2024-05-08 06:47:50,null
402,-17.85,-69.83,sismo,"Magnitud: 4.2, Referencia: 36 km al E de Calana, Tacna - Tacna",2024-05-09 13:50:16,null
403,-15.7,-73.93,sismo,"Magnitud: 4.2, Referencia: 37 km al NE de Chala, Caraveli - Arequipa",2024-05-10 01:41:16,null
404,-8.18,-75.21,sismo,"Magnitud: 4.1, Referencia: 29 km al N de Curimana, Padre Abad - Ucayali",2024-05-10 06:43:16,null
405,-8.81,-75.66,sismo,"Magnitud: 5.0, Referencia: 31 km al NO de Aguaytia, Padre Abad - Ucayali",2024-05-10 12:42:16,null
406,-17.29,-71.88,sismo,"Magnitud: 3.9, Referencia: 16 km al SO de Punta De Bombon, Islay - Arequipa",2024-05-13 22:44:16,null
407,-4.51,-77.68,sismo,"Magnitud: 4.2, Referencia: 22 km al E de Sta. Maria De Nieva, Condorcanqui - Amazonas",2024-05-14 03:49:16,null
408,-2.63,-77.87,sismo,"Magnitud: 4.5, Referencia: 166 km al O de Pastaza, Datem del Marañón - Loreto",2024-05-14 16:50:16,null
409,-14.5,-76.32,sismo,"Magnitud: 4.4, Referencia: 80 km al SO de Ica, Ica - Ica",2024-05-16 02:47:16,null
410,-11.39,-76.34,sismo,"Magnitud: 3.7, Referencia: 29 km al E de Canta, Canta - Lima",2024-05-16 08:23:16,null
411,-15.23,-76.7,sismo,"Magnitud: 4.0, Referencia: 165 km al O de Marcona, Nazca - Ica",2024-05-16 08:41:16,null
412,-14.27,-76.18,sismo,"Magnitud: 4.6, Referencia: 54 km al SO de Ica, Ica - Ica",2024-05-16 10:09:16,null
413,-14.54,-76.33,sismo,"Magnitud: 4.3, Referencia: 84 km al SO de Ica, Ica - Ica",2024-05-16 10:16:16,null
414,-14.51,-76.28,sismo,"Magnitud: 5.6, Referencia: 78 km al SO de Ica, Ica - Ica",2024-05-16 10:21:16,null
415,-14.49,-76.31,sismo,"Magnitud: 4.0, Referencia: 79 km al SO de Ica, Ica - Ica",2024-05-16 07:49:16,null
416,-11.42,-76.34,sismo,"Magnitud: 3.6, Referencia: 29 km al E de Canta, Canta - Lima",2024-05-16 12:56:16,null
417,-9.38,-79.04,sismo,"Magnitud: 4.0, Referencia: 60 km al SO de Chimbote, Santa - Ancash",2024-05-16 19:19:16,null
418,-15.71,-71.88,sismo,"Magnitud: 3.6, Referencia: 11 km al SO de Pinchollo, Caylloma - Arequipa",2024-05-16 17:58:16,null
419,-14.33,-76.25,sismo,"Magnitud: 4.9, Referencia: 64 km al SO de Ica, Ica - Ica",2024-05-18 11:55:16,null
420,-14.48,-73.63,sismo,"Magnitud: 4.6, Referencia: 12 km al NO de Pampamarca, Parinacochas - Ayacucho",2024-05-20 17:32:16,null
421,-13.23,-76.85,sismo,"Magnitud: 3.8, Referencia: 54 km al O de San Vicente De Cañete, Cañete - Lima",2024-05-20 22:49:16,null
422,-15.02,-70.38,sismo,"Magnitud: 5.0, Referencia: 24 km al SO de Azangaro, Azangaro - Puno",2024-05-21 05:04:16,null
423,-3.74,-79.89,sismo,"Magnitud: 5.5, Referencia: 50 km al SE de Zarumilla, Zarumilla - Tumbes",2024-05-21 03:51:16,null
424,-9.2,-77.51,sismo,"Magnitud: 4.0, Referencia: 17 km al NE de Carhuaz, Carhuaz - Ancash",2024-05-22 03:08:16,null
425,-13.53,-76.2,sismo,"Magnitud: 3.6, Referencia: 8 km al S de Tambo De Mora, Chincha - Ica",2024-05-22 16:45:16,null
426,-15.49,-70.26,sismo,"Magnitud: 4.0, Referencia: 14 km al O de Juliaca, San Roman - Puno",2024-05-22 16:45:16,null
427,-7.37,-79.97,sismo,"Magnitud: 4.0, Referencia: 52 km al O de San Pedro De Lloc, Pacasmayo - La Libertad",2024-05-23 00:57:16,null
428,-12.59,-77.17,sismo,"Magnitud: 3.7, Referencia: 48 km al O de Chilca, Cañete - Lima",2024-05-23 01:26:35,null
429,-14.93,-74.73,sismo,"Magnitud: 4.0, Referencia: 26 km al SE de Nazca, Nazca - Ica",2024-05-24 05:36:16,null
430,-9.91,-74.82,sismo,"Magnitud: 5.0, Referencia: 45 km al N de Puerto Bermudez, Oxapampa - Pasco",2024-05-24 10:38:16,null
431,-15.62,-74.2,sismo,"Magnitud: 3.5, Referencia: 26 km al N de Chala, Caraveli - Arequipa",2024-05-26 13:12:16,null
432,-14.42,-76.34,sismo,"Magnitud: 4.2, Referencia: 77 km al SO de Ica, Ica - Ica",2024-05-28 14:54:16,null
433,-18.57,-71.57,sismo,"Magnitud: 4.1, Referencia: 106 km al S de Ilo, Ilo - Moquegua",2024-05-29 19:43:16,null
434,-13.24,-74.41,sismo,"Magnitud: 4.0, Referencia: 22 km al SO de Ayacucho, Huamanga - Ayacucho",2024-06-01 14:26:16,null
435,-9.04,-79.17,sismo,"Magnitud: 4.0, Referencia: 64 km al O de Chimbote, Santa - Ancash",2024-06-02 20:39:16,null
436,-9.04,-79.17,sismo,"Magnitud: 4, Referencia: 64 km al O de Chimbote, Santa - Ancash",2024-06-04 02:12:16,null
437,-9.04,-79.17,sismo,"Magnitud: 4, Referencia: 64 km al O de Chimbote, Santa - Ancash",2024-06-04 03:02:16,null
438,-9.04,-79.17,sismo,"Magnitud: 4, Referencia: 64 km al O de Chimbote, Santa - Ancash",2024-06-04 03:05:16,null
439,-8.84,-75.9,sismo,"Magnitud: 4, Referencia: 25 km al NE de Aucayacu, Leoncio Prado - Huanuco",2024-06-04 04:56:16,null
440,-11.89,-75.98,sismo,"Magnitud: 3.6, Referencia: 37 km al E de Tamboraque, Huarochiri - Lima",2024-06-04 04:56:16,null
441,-13.58,-77.03,sismo,"Magnitud: 3.8, Referencia: 90 km al SO de San Vicente De Cañete, Cañete - Lima",2024-06-04 15:53:16,null
442,-4.893368665469423,-77.89002666546942,conflicto_social,"Nombre: UGEL Condorcanqui, Departamento: Amazonas, Provincia: Condorcanqui, Distrito: Nieva, Tipo: Asuntos de gobierno regional",2024-05-22 21:21:18,True
443,-9.923487916168076,-77.33260441616807,conflicto_social,"Nombre: Colegio de Alto Rendimiento (COAR) Áncash, Departamento: Áncash, Provincia: Recuay, Distrito: Cátac, Tipo: Asuntos de gobierno regional",2024-05-22 21:21:18,True
444,-13.58686777585962,-72.87643777585961,conflicto_social,"Nombre: Estudiantes de la Universidad Nacional Micaela Bastidas (UNAMBA), Departamento: Apurímac, Provincia: Abancay, Distrito: Tamburco, Tipo: Otros asuntos",2024-05-22 21:21:18,True
445,-13.7643397657548,-73.3400687657548,conflicto_social,"Nombre: I.E. Juan Espinoza Medrano – UGEL Andahuaylas, Departamento: Apurímac, Provincia: Andahuaylas, Distrito: Andahuaylas, Tipo: Otros asuntos",2024-05-22 21:21:18,True
446,-13.164796946720042,-74.22448734672004,conflicto_social,"Nombre: Federación Universitaria de la UNSCH, Departamento: Ayacucho, Provincia: Huamanga, Distrito: nan, Tipo: Otros asuntos",2024-05-22 21:21:18,True
447,-13.217707387387236,-72.49341238738724,conflicto_social,"Nombre: Empresa Consettur, Departamento: Cusco, Provincia: Urubamba, Distrito: Machupicchu, Tipo: Otros asuntos",2024-05-22 21:21:18,True
448,-12.818928539745777,-74.82171853974577,conflicto_social,"Nombre: Asfaltado de carretera Huancavelica – Yauli – Pucapampa (tramo I), Departamento: Huancavelica, Provincia: Huancavelica, Distrito: Yauli, Tipo: Asuntos de gobierno regional",2024-05-22 21:21:18,True
449,-9.95355219135728,-76.18298119135727,conflicto_social,"Nombre: Mercado de Paucarbamba, Departamento: Huánuco, Provincia: Huánuco, Distrito: Amarilis, Tipo: Asuntos de gobierno regional",2024-05-22 21:21:18,True
450,-9.921044220730364,-76.24136372073036,conflicto_social,"Nombre: Agricultores de Huánuco, Departamento: Huánuco, Provincia: nan, Distrito: nan, Tipo: Asuntos de gobierno regional",2024-05-22 21:21:18,True
451,-11.158996760019432,-75.99343486001943,conflicto_social,"Nombre: Río Cunas - Proyecto Yanacocha, Departamento: Junín, Provincia: nan, Distrito: nan, Tipo: Asuntos de gobierno regional",2024-05-22 21:21:18,True
452,-6.770246586761333,-79.85515748676133,conflicto_social,"Nombre: Pucalá, Departamento: Lambayeque, Provincia: Chiclayo, Distrito: Pucala, Tipo: Otros asuntos",2024-05-22 21:21:18,True
453,-4.829186935962489,-76.55494343596249,conflicto_social,"Nombre: CORMI - UGEL, Departamento: Loreto, Provincia: Datem del Marañón, Distrito: nan, Tipo: Asuntos de gobierno regional",2024-05-22 21:21:18,True
454,-8.750547541707084,-74.7097225417071,conflicto_social,"Nombre: Honoria y Campoverde - Bosques Silvestres S.A.C., Departamento: Huánuco, Provincia: Puerto Inca, Distrito: Honoria, Tipo: Asuntos de gobierno regional",2024-05-22 21:21:18,True
455,-5.093562956460884,-81.09593135646088,conflicto_social,"Nombre: La Tortuga - Olympic, Departamento: Piura, Provincia: Paita, Distrito: nan, Tipo: Socioambiental",2024-05-22 21:21:18,True
456,-5.081667267732859,-80.92222926773286,conflicto_social,"Nombre: La Huaca - Agroaurora, Departamento: Piura, Provincia: Paita, Distrito: La Huaca, Tipo: Socioambiental",2024-05-22 21:21:18,True
457,-5.078598480687017,-80.67999748068702,conflicto_social,"Nombre: Federación Nacional Unificada de Trabajadores del Sector Salud (FENUTSSA) región Piura, Departamento: Piura, Provincia: Piura, Distrito: Piura , Tipo: Asuntos de gobierno regional",2024-05-22 21:21:18,True
458,-5.129991864988472,-80.17166686498847,conflicto_social,"Nombre: Junta de Usuarios del Sector Hidráulico del Valle Alto Piura, Departamento: Piura, Provincia: Morropón, Distrito: Chulucanas, Tipo: Asuntos de gobierno regional",2024-05-22 21:21:18,True
459,-4.68524552701448,-79.61924202701447,conflicto_social,"Nombre: Organizaciones sociales de Ayabaca, Departamento: Piura, Provincia: Ayabaca, Distrito: Ayabaca, Tipo: Asuntos de gobierno regional",2024-05-22 21:21:18,True
460,-4.720741414203632,-80.17370541420362,conflicto_social,"Nombre: Las Lomas, Departamento: Piura, Provincia: Piura, Distrito: Las Lomas, Tipo: Asuntos de gobierno regional",2024-05-22 21:21:18,True
461,-15.898112851431808,-70.0520953514318,conflicto_social,"Nombre: Colegio Huáscar, Departamento: Puno, Provincia: Puno, Distrito: Puno, Tipo: Otros asuntos",2024-05-22 21:21:18,True
462,-13.53572339818938,-70.38631989818938,conflicto_social,"Nombre: Agricutores de hoja de coca de Puno, Departamento: Puno, Provincia: Carabaya, Distrito: San Gabán, Tipo: Cultivo ilegal de hoja de coca",2024-05-22 21:21:18,True
463,-15.44441548801624,-70.18242898801623,conflicto_social,"Nombre: Hospital materno infantil de Juliaca, Departamento: Puno, Provincia: San Román, Distrito: Juliaca, Tipo: Asuntos de gobierno regional",2024-05-22 21:21:18,True
464,-7.223359657321381,-76.78791415732137,conflicto_social,"Nombre: Sindicato de trabajadores técnicos asistenciales de salud (SITPASS), Departamento: San Martín, Provincia: Mariscal Cáceres, Distrito: Juanjui, Tipo: Asuntos de gobierno regional",2024-05-22 21:21:18,True
465,-3.927652175123287,-80.53169417512329,conflicto_social,"Nombre: San Jacinto - Presa Laminadora de Higuerón, Departamento: Tumbes, Provincia: Tumbes, Distrito: San Jacinto, Tipo: Socioambiental",2024-05-22 21:21:18,True
466,-12.400720427363307,-74.86857062736331,conflicto_social,"Nombre: Población de Roble – Movistar, Departamento: Huancavelica, Provincia: Tayacaja, Distrito: Roble, Tipo: Otros asuntos",2024-05-22 21:21:18,True
467,-12.840227978764672,-75.12737547876468,conflicto_social,"Nombre: Estudiantes de la Universidad Nacional de Huancavelica (UNH), Departamento: Huancavelica, Provincia: Huancavelica, Distrito: Huancavelica, Tipo: Otros asuntos",2024-05-22 21:21:18,True
468,-9.92206083483711,-76.24238033483711,conflicto_social,"Nombre: Organizaciones sociales y sindicales de Huánuco, Departamento: Huánuco, Provincia: nan, Distrito: nan, Tipo: Asuntos de gobierno regional",2024-05-22 21:21:18,True
469,-4.232851970779657,-74.21831167077967,conflicto_social,"Nombre: FEDEAGRAAA-GORE Loreto, Departamento: Loreto, Provincia: Loreto, Distrito: Yurimaguas, Tipo: Asuntos de gobierno regional",2024-05-22 21:21:18,True
470,-5.009339818153368,-79.35606181815338,conflicto_social,"Nombre: Río Blanco (ex Majaz), Departamento: Piura, Provincia: Huancabamba, Distrito: El Carmen de la Frontera, Tipo: Socioambiental",2024-05-22 21:21:18,True
471,-5.3637708679465455,-80.59706936794655,conflicto_social,"Nombre: Damnificados Cura Mori, Departamento: Piura, Provincia: Piura, Distrito: Cura Mori, Tipo: Asuntos de gobierno regional",2024-05-22 21:21:18,True
472,-14.178438320437929,-72.31213682043791,conflicto_social,"Nombre: CC Carmen Alto - Minera Las Bambas, Departamento: Apurímac, Provincia: Cotabambas, Distrito: Challhuahuacho, Tipo: Socioambiental",2024-05-22 21:21:18,True
473,-14.178909299939864,-72.31260779993985,conflicto_social,"Nombre: CC Chila - Las Bambas, Departamento: Apurímac, Provincia: Cotabambas, Distrito: Challhuahuacho, Tipo: Socioambiental",2024-05-22 21:21:18,True
474,-14.178210761392544,-72.31190926139253,conflicto_social,"Nombre: CC Chuicuni - Las Bambas, Departamento: Apurímac, Provincia: Cotabambas, Distrito: Challhuahuacho, Tipo: Socioambiental",2024-05-22 21:21:18,True
475,-13.923103336020798,-72.3925553360208,conflicto_social,"Nombre: CC Huancuire - Minera Las Bambas, Departamento: Apurímac, Provincia: Cotabambas, Distrito: Coyllurqui, Tipo: Socioambiental",2024-05-22 21:21:18,True
476,-14.13598558524862,-72.17961858524862,conflicto_social,"Nombre: Mara - corredor minero, Departamento: Apurímac, Provincia: Cotabambas, Distrito: Mara, Tipo: Socioambiental",2024-05-22 21:21:18,True
477,-14.178175904304048,-72.31187440430404,conflicto_social,"Nombre: CC Fuerabamba - Minera Las Bambas, Departamento: Apurímac, Provincia: Cotabambas, Distrito: Challhuahuacho, Tipo: Socioambiental",2024-05-22 21:21:18,True
478,-13.755804712225396,-72.3623267122254,conflicto_social,"Nombre: Cotabambas - Minera Las Bambas (Antes Xstrata), Departamento: Apurímac, Provincia: Cotabambas, Distrito: nan, Tipo: Socioambiental",2024-05-22 21:21:18,True
479,-7.134561106557706,-78.65516460655772,conflicto_social,"Nombre: Chetilla - Colpayoc, Departamento: Cajamarca, Provincia: Cajamarca, Distrito: Chetilla, Tipo: Socioambiental",2024-05-22 21:21:18,True
480,-7.081746722412943,-78.43446622241294,conflicto_social,"Nombre: Tres Tingos – Quinua Totora - Minera Yanacocha, Departamento: Cajamarca, Provincia: Cajamarca, Distrito: Los Baños del Inca, Tipo: Socioambiental",2024-05-22 21:21:18,True
481,-6.763506513148827,-78.60654571314883,conflicto_social,"Nombre: Hualgayoc - Pasivos ambientales, Departamento: Cajamarca, Provincia: Hualgayoc, Distrito: nan, Tipo: Socioambiental",2024-05-22 21:21:18,True
482,-6.760937001297594,-78.60742350129759,conflicto_social,"Nombre: Hualgayoc - Gold Fields La Cima, Departamento: Cajamarca, Provincia: Hualgayoc, Distrito: Hualgayoc, Tipo: Socioambiental",2024-05-22 21:21:18,True
483,-7.788739100003905,-77.59588680000391,conflicto_social,"Nombre: Ronda Los Alisos - Compañía Minera La Poderosa, Departamento: La Libertad, Provincia: Pataz, Distrito: nan, Tipo: Socioambiental",2024-05-22 21:21:18,True
484,-8.14565955929714,-78.17089485929715,conflicto_social,"Nombre: Rondas campesinas de La Libertad, Departamento: La Libertad, Provincia: Santiago de Chuco, Distrito: nan, Tipo: Socioambiental",2024-05-22 21:21:18,True
485,-14.274456170850094,-72.2126486708501,conflicto_social,"Nombre: Haquira - Anabi (Utunsa), Departamento: Apurímac, Provincia: Cotabambas, Distrito: Haquira, Tipo: Socioambiental",2024-05-22 21:21:18,True
486,-14.228956200163251,-73.08445370016327,conflicto_social,"Nombre: Tiaparo - Tapayrihua - SPCC (Los Chancas), Departamento: Apurímac, Provincia: Aymaraes, Distrito: Pocohuanca, Tipo: Socioambiental",2024-05-22 21:21:18,True
487,-6.689849739518278,-78.71122323951828,conflicto_social,"Nombre: Chugur – Anta Norte S.A., Departamento: Cajamarca, Provincia: Hualgayoc, Distrito: Chugur, Tipo: Socioambiental",2024-05-22 21:21:18,True
488,-6.943193092682675,-78.30517209268267,conflicto_social,"Nombre: Proyecto minero Conga, Departamento: Cajamarca, Provincia: Celendín, Distrito: Sorochuco, Tipo: Socioambiental",2024-05-22 21:21:18,True
489,-7.825840824762335,-78.03299082476234,conflicto_social,"Nombre: Caserío Shiracmaca - Summa Gold, Departamento: La Libertad, Provincia: Sánchez Carrión, Distrito: Huamachuco, Tipo: Socioambiental",2024-05-22 21:21:18,False
490,-8.186861118252844,-78.08967861825285,conflicto_social,"Nombre: Santa Cruz de Chuca - Fresnillo Perú, Departamento: La Libertad, Provincia: Santiago de Chuco, Distrito: Santa Cruz de Chuca, Tipo: Socioambiental",2024-05-22 21:21:18,True
491,-15.422555383594814,-72.06914538359483,conflicto_social,"Nombre: Empresas “ECOSAMIN” y “CHOCO QORIWAYRA” - mineros informales, Departamento: Arequipa, Provincia: Castilla, Distrito: Choco, Tipo: Socioambiental",2024-05-22 21:21:18,True
492,-16.07061889297741,-73.5491698929774,conflicto_social,"Nombre: Mineros Informales - Intigold, Departamento: Arequipa, Provincia: Caravelí, Distrito: Atico, Tipo: Socioambiental",2024-05-22 21:21:18,True
493,-16.900939200519936,-71.59852420051993,conflicto_social,"Nombre: Tía María - Islay, Departamento: Arequipa, Provincia: Islay, Distrito: Cocachacra, Tipo: Socioambiental",2024-05-22 21:21:18,True
494,-12.830887578623324,-74.14502107862332,conflicto_social,"Nombre: Huanta – pequeña minería, Departamento: Ayacucho, Provincia: Huanta, Distrito: Huanta, Tipo: Socioambiental",2024-05-22 21:21:18,True
495,-14.993054971728316,-73.35759647172831,conflicto_social,"Nombre: Anexo Huancute - Cía minera Ares, Departamento: Ayacucho, Provincia: Parinacochas, Distrito: San Francisco de Ravacayco, Tipo: Socioambiental",2024-05-22 21:21:18,True
496,-15.050587471437172,-73.29657847143717,conflicto_social,"Nombre: CC  Huallhua - Cía minera Ares , Departamento: Ayacucho, Provincia: Paucar del Sara Sara, Distrito: San Javier de Alpabamba, Tipo: Socioambiental",2024-05-22 21:21:18,True
497,-13.012163524373069,-73.65989002437307,conflicto_social,"Nombre: Chiquintirca - TGP, Departamento: Ayacucho, Provincia: La Mar, Distrito: Anco, Tipo: Socioambiental",2024-05-22 21:21:18,True
498,-13.9207914141863,-74.3351016141863,conflicto_social,"Nombre: FREDASUR - Catalina Huanca, Departamento: Ayacucho, Provincia: Huanca Sancos, Distrito: nan, Tipo: Socioambiental",2024-05-22 21:21:18,True
499,-14.541032990849734,-71.86118649084973,conflicto_social,"Nombre: Velille - Las Bambas, Departamento: Cusco, Provincia: Chumbivilcas, Distrito: Velille, Tipo: Socioambiental",2024-05-22 21:21:18,True
500,-14.76750272972055,-71.66831422972055,conflicto_social,"Nombre: Comunidades Coporaque - Las Bambas, Departamento: Cusco, Provincia: Espinar, Distrito: Coporaque, Tipo: Socioambiental",2024-05-22 21:21:18,True
501,-13.570157250894416,-71.97363175089441,conflicto_social,"Nombre: Botadero Haquira (II), Departamento: Cusco, Provincia: Cusco, Distrito: Santiago, Tipo: Socioambiental",2024-05-22 21:21:18,True
502,-14.767615027428905,-71.66842652742889,conflicto_social,"Nombre: CC Urinsaya - Minera Las Bambas, Departamento: Cusco, Provincia: Espinar, Distrito: Coporaque, Tipo: Socioambiental",2024-05-22 21:21:18,True
503,-14.369658814201731,-72.20623331420174,conflicto_social,"Nombre: CC Pumallaqta, CC Quiñota, CC Ccollana, CC Hatta Pallpa Pallpa  - Minera Anabi, Departamento: Cusco, Provincia: Chumbivilcas, Distrito: Quiñota, Tipo: Socioambiental",2024-05-22 21:21:18,True
504,-12.86350706745514,-72.69126886745514,conflicto_social,"Nombre: CN Camaná - TGP, Departamento: Cusco, Provincia: La Convención, Distrito: Megantoni, Tipo: Socioambiental",2024-05-22 21:21:18,True
505,-14.244907232546572,-72.01470723254657,conflicto_social,"Nombre: 14 CC.CC. Chumbivilcas - Minera Las Bambas, Departamento: Cusco, Provincia: Chumbivilcas, Distrito: Colquemarca, Tipo: Socioambiental",2024-05-22 21:21:18,True
506,-14.944794650833044,-71.13244565083305,conflicto_social,"Nombre: 10 CC Pallpata - Antapaccay, Departamento: Cusco, Provincia: Espinar, Distrito: Pallpata, Tipo: Socioambiental",2024-05-22 21:21:18,True
507,-14.914152758724946,-71.35198975872495,conflicto_social,"Nombre: 13 CC Espinar - Antapaccay, Departamento: Cusco, Provincia: Espinar, Distrito: Espinar, Tipo: Socioambiental",2024-05-22 21:21:18,True
508,-14.448272874390048,-72.08005987439005,conflicto_social,"Nombre: Chumbivilcas - Minera Las Bambas (II), Departamento: Cusco, Provincia: Chumbivilcas, Distrito: nan, Tipo: Socioambiental",2024-05-22 21:21:18,True
509,-13.531208283907144,-71.96281908390715,conflicto_social,"Nombre: Paruro - Minera Las Bambas, Departamento: Cusco, Provincia: Paruro, Distrito: nan, Tipo: Socioambiental",2024-05-22 21:21:18,True
510,-14.790294325973742,-71.41283482597375,conflicto_social,"Nombre: Espinar - Antapaccay (ex Glencore Xstrata), Departamento: Cusco, Provincia: Espinar, Distrito: nan, Tipo: Socioambiental",2024-05-22 21:21:18,True
511,-16.20258633089741,-70.50071933089741,conflicto_social,"Nombre: Comunidades de Ichuña y Yunga - Cia Minera Buenaventura, Departamento: Moquegua, Provincia: General Sánchez Cerro, Distrito: Ichuña, Tipo: Socioambiental",2024-05-22 21:21:18,True
512,-16.97994597879818,-70.74185047879818,conflicto_social,"Nombre: CC Tumilaca - Southern Perú Copper Corporation, Departamento: Moquegua, Provincia: Mariscal Nieto, Distrito: Torata, Tipo: Socioambiental",2024-05-22 21:21:18,True
513,-16.979096423855488,-70.7410009238555,conflicto_social,"Nombre: Tumilaca - Anglo American Quellaveco, Departamento: Moquegua, Provincia: Mariscal Nieto, Distrito: Torata, Tipo: Socioambiental",2024-05-22 21:21:18,True
514,-16.44536392065735,-70.53663092065736,conflicto_social,"Nombre: Contaminación del río Coralaque, Departamento: Moquegua, Provincia: General Sánchez Cerro, Distrito: Chojata, Tipo: Socioambiental",2024-05-22 21:21:18,True
515,-17.668010676072328,-71.34673587607233,conflicto_social,"Nombre: Ilo - Petroperú, Departamento: Moquegua, Provincia: Ilo, Distrito: nan, Tipo: Socioambiental",2024-05-22 21:21:18,True
516,-15.8442731234419,-73.11015412344192,conflicto_social,"Nombre: Mineros informales Río Grande - Arequipa, Departamento: Arequipa, Provincia: Condesuyos, Distrito: Río Grande, Tipo: Socioambiental",2024-05-22 21:21:18,True
517,-16.979777834818996,-70.741682334819,conflicto_social,"Nombre: Torata - SPCC, Departamento: Moquegua, Provincia: Mariscal Nieto, Distrito: Torata, Tipo: Socioambiental",2024-05-22 21:21:18,True
518,-13.66340956858697,-73.37852216858697,conflicto_social,"Nombre: Huancabamba - Cceuñahuran, Departamento: Apurímac, Provincia: Andahuaylas, Distrito: José María Arguedas, Tipo: Comunal",2024-05-22 21:21:18,True
519,-14.36238885668314,-72.79291885668313,conflicto_social,"Nombre: Comunidades de Huaquirca, Sabaino y Virundo, Departamento: Apurímac, Provincia: Antabamba, Distrito: Huaquirca, Tipo: Comunal",2024-05-22 21:21:18,True
520,-13.89850000602721,-72.21707200602722,conflicto_social,"Nombre: Pumamarca - Asacasi, Departamento: Apurímac, Provincia: Cotabambas, Distrito: Tambobamba, Tipo: Comunal",2024-05-22 21:21:18,True
521,-13.89907289546349,-72.2176448954635,conflicto_social,"Nombre: Chaccaro - Occaccahua, Departamento: Apurímac, Provincia: Cotabambas, Distrito: Tambobamba, Tipo: Comunal",2024-05-22 21:21:18,True
522,-13.012021596074252,-73.65974809607425,conflicto_social,"Nombre: CC Anchihuay - CC Chiquintirca, Departamento: Ayacucho, Provincia: La Mar, Distrito: Anco, Tipo: Comunal",2024-05-22 21:21:18,True
523,-13.64820139807804,-73.88523839807804,conflicto_social,"Nombre: Santa Rosa de Huancapuquio - Pomacocha, Departamento: Ayacucho, Provincia: Vilcas Huamán, Distrito: Vilcas Huamán, Tipo: Comunal",2024-05-22 21:21:18,True
524,-13.38766657976208,-71.80945107976208,conflicto_social,"Nombre: CC Viacha - CC Coya Qosqo, Departamento: Cusco, Provincia: Calca, Distrito: Pisac, Tipo: Comunal",2024-05-22 21:21:18,True
525,-9.919399788899772,-76.23971928889976,conflicto_social,"Nombre: Chinchao  - Pillao, Departamento: Huánuco, Provincia: Huánuco, Distrito: San Pablo de Pillao, Tipo: Comunal",2024-05-22 21:21:18,True
526,-11.613745911678286,-75.14158691167829,conflicto_social,"Nombre: Cochas - San Francisco de Macon, Departamento: Junín, Provincia: Concepción, Distrito: Cochas, Tipo: Comunal",2024-05-22 21:21:18,True
